name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Ninghai, Ningbo, China",2021-01-27,50,44.6,47.2,48.2,42.2,45,40.9,79.4,0.009,100,4.17,rain,0,0,17.1,7,356.6,1023.4,94,4.1,62.8,5.4,3,,2021-01-27T06:46:42,2021-01-27T17:26:47,0.45,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-01-28,55.4,41,47.6,55.4,35.3,45.4,37.6,70.2,0.038,100,8.33,rain,0,0,35.6,17.9,334.4,1025.3,55.9,3.6,138,12,5,,2021-01-28T06:46:14,2021-01-28T17:27:39,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-01-29,50,32,40.3,48.5,27.5,37,24.4,57.7,0,0,0,,0,0,28.2,11.2,100.2,1029.6,1.4,5.7,188.8,16.1,7,,2021-01-29T06:45:44,2021-01-29T17:28:31,0.5,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-01-30,60.8,32,46.9,60.8,32,46.1,32.3,59.8,0,0,0,,0,0,18.1,11.2,150.7,1026.5,21.5,6.2,185.7,16.1,7,,2021-01-30T06:45:12,2021-01-30T17:29:23,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-01-31,69.8,50,59.7,69.8,47.3,59.5,48.3,66.6,0,0,0,,0,0,22.8,17.8,168.5,1022.8,62.3,6.3,99.7,8.4,4,,2021-01-31T06:44:40,2021-01-31T17:30:15,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-01,60.8,51.8,55.3,60.8,51.8,55.3,48.2,77.5,0.076,100,12.5,rain,0,0,20.3,8.9,4.2,1020.3,58.9,4.6,93.3,8,4,,2021-02-01T06:44:05,2021-02-01T17:31:06,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-02,51.8,39.2,47.8,51.8,38.1,46,39.8,74.6,0,0,0,,0,0,21.7,8.9,0.9,1027.4,40,4.4,138.4,11.9,6,,2021-02-02T06:43:29,2021-02-02T17:31:58,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-03,62.6,37.4,49.6,62.6,36,48.9,39.9,72,0,0,0,,0,0,23.9,15.7,167.3,1025.5,26,5,151.1,13.1,5,,2021-02-03T06:42:52,2021-02-03T17:32:49,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-04,53.6,41,47.7,53.6,38.1,46.6,41.1,78.5,0,0,0,,0,0,20.1,11.2,18,1027.3,27.7,3.7,181.5,15.7,7,,2021-02-04T06:42:14,2021-02-04T17:33:39,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-05,60.7,48.2,52.9,60.7,45.2,52.2,45.8,77.1,0.096,100,16.67,rain,0,0,17.9,8.9,65.8,1020.7,59.7,3.1,74.3,6.5,4,,2021-02-05T06:41:34,2021-02-05T17:34:30,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-06,64.4,48.2,54.3,64.4,46.4,53.6,47.7,80,0.017,100,8.33,rain,0,0,20.2,8.9,17.4,1019.6,43.8,3.3,153,13.3,6,,2021-02-06T06:40:53,2021-02-06T17:35:20,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-02-07,69.7,42.8,55,69.7,42.2,54.9,45.6,73.8,0,0,0,,0,0,21.3,9.2,54.8,1020.8,14.8,3.6,152.1,13.1,6,,2021-02-07T06:40:10,2021-02-07T17:36:10,0.83,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-08,57.2,44.6,47.9,57.2,38.9,44.2,39.6,73.1,0.016,100,8.33,rain,0,0,28.3,13.5,19.7,1029.1,79.7,5.3,46.2,4.2,2,,2021-02-08T06:39:26,2021-02-08T17:37:00,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-09,55.4,42.8,47.1,55.4,38.6,45,35.8,65.6,0,0,0,,0,0,19,11.3,109.9,1026.6,64.6,6.2,119.8,10.3,5,,2021-02-09T06:38:41,2021-02-09T17:37:49,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-10,53.6,44.6,48.9,53.6,42.2,48.2,43,80.3,0.021,100,4.17,rain,0,0,13.8,12.8,151.5,1019.8,86.9,6,56.1,4.8,2,,2021-02-10T06:37:55,2021-02-10T17:38:38,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-11,51.7,46.3,49.7,51.7,39.6,47.9,48.7,96.5,0.45,100,4.17,rain,0,0,21.3,28.9,18.7,1003.1,96.5,3.3,20.6,1.8,1,,2021-02-11T06:37:07,2021-02-11T17:39:26,0.98,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-12,55.3,48,51.8,55.3,38.1,50.6,49.4,91.7,0,0,0,,0,0,14.3,40.3,181.4,993.3,100,3.4,56.4,4.7,2,,2021-02-12T06:36:18,2021-02-12T17:40:15,0,Overcast,Cloudy skies throughout the day.,wind,"ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-13,60.7,51.6,54.7,60.7,51.6,54.7,50.8,87.3,0.022,100,4.17,rain,0,0,17.2,35.8,101.4,996.9,93.6,3,73.6,6.4,4,,2021-02-13T06:35:29,2021-02-13T17:41:02,0.04,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-14,68,51.8,58.3,68,51.8,58.3,53.8,86.5,0.051,100,8.33,rain,0,0,21.9,4.7,40.1,1014.4,60,3.8,133.5,11.5,6,,2021-02-14T06:34:37,2021-02-14T17:41:50,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-15,59,46.4,52.5,59,41.9,51.5,45.7,78.3,0,0,0,,0,0,25.5,11.4,14.8,1018.5,59.2,4,119,10.3,5,,2021-02-15T06:33:45,2021-02-15T17:42:37,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-16,51.8,42.8,47.8,51.8,40,46.2,41.1,77.9,0.013,100,8.33,rain,0,0,26.4,8.9,81,1020.1,72,4.7,33.1,3,1,,2021-02-16T06:32:52,2021-02-16T17:43:24,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-17,50,33.9,45.1,45.7,29.8,41.3,31.4,60.1,0,0,0,,0,0,22.1,13.4,0.8,1026.9,47,5.5,171,14.6,6,,2021-02-17T06:31:58,2021-02-17T17:44:10,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-18,53.6,32,42.3,53.6,27.6,40.1,26.4,57.4,0,0,0,,0,0,28.9,15.5,327.8,1029.8,9.6,6.2,221.9,19.1,8,,2021-02-18T06:31:02,2021-02-18T17:44:56,0.2,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-19,66.2,32,48,66.2,27.6,47,30.9,56.4,0,0,0,,0,0,19.5,6.7,165.3,1022.9,10.5,6.2,222,19,8,,2021-02-19T06:30:06,2021-02-19T17:45:41,0.24,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-20,76.9,37.3,58.2,76.9,33.8,58.1,34.4,50.5,0,0,0,,0,0,17.4,11.2,198.4,1015.9,12,6.2,224,19.1,8,,2021-02-20T06:29:09,2021-02-20T17:46:26,0.25,Clear,Clear conditions throughout the day.,clear-day,"58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-02-21,80.5,42.7,61,80,38.6,60.5,38.4,48.1,0,0,0,,0,0,21.3,11.4,177.8,1015.2,4,6.7,221.4,19,8,,2021-02-21T06:28:11,2021-02-21T17:47:11,0.3,Clear,Clear conditions throughout the day.,clear-day,"58477099999,58556099999,ZSNB,remote,WDG8555"
"Ninghai, Ningbo, China",2021-02-22,80.6,50,61.3,79.4,50,61.3,45.2,59.4,0,0,0,,0,0,28.2,15.7,10,1016.6,66.6,5.5,158,13.6,7,,2021-02-22T06:27:12,2021-02-22T17:47:55,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-02-23,57.2,48.2,51.7,57.2,46.4,50.5,41.9,69.5,0,0,0,,0,0,28.2,11.2,19.1,1024,39.8,5.9,165.3,14.2,6,,2021-02-23T06:26:12,2021-02-23T17:48:39,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-02-24,60.8,44.6,52.9,60.8,42.2,52.6,45.1,75.4,0,0,0,,0,0,19.5,11.1,138.7,1020.3,84.4,6.2,152.2,13.1,6,,2021-02-24T06:25:11,2021-02-24T17:49:23,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-02-25,73.4,53.6,61,73.4,53.6,61,54.1,78.6,0.115,100,8.33,rain,0,0,30,13.4,216.1,1013.5,75.9,5.6,144.7,12.5,6,,2021-02-25T06:24:09,2021-02-25T17:50:06,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-02-26,53.6,50,50.9,53.6,45.7,49.3,48.9,93.1,0.592,100,33.33,rain,0,0,25.8,11.2,337.7,1016.4,100,4.3,19.8,1.8,1,,2021-02-26T06:23:07,2021-02-26T17:50:49,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-02-27,53.6,50,51.4,53.6,46.4,50.5,49.6,93.7,0.143,100,16.67,rain,0,0,22,8.9,344.7,1020,100,4,23.3,2,1,,2021-02-27T06:22:04,2021-02-27T17:51:31,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-02-28,60.8,51.8,55.6,60.8,51.8,55.6,52.9,91.3,0.039,100,12.5,rain,0,0,18.8,6.7,346.2,1018.8,79.6,3.8,69.6,6.1,3,,2021-02-28T06:21:00,2021-02-28T17:52:13,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-03-01,60.8,46.4,55.4,60.8,41.1,54.5,52.8,90.9,0.223,100,20.83,rain,0,0,29.8,19.2,340.8,1017.3,66,3.5,66,5.7,3,,2021-03-01T06:19:55,2021-03-01T17:52:55,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-02,53.5,42.8,46.6,53.5,35.2,42.9,36.5,69.5,0.087,100,8.33,rain,0,0,28.4,15.7,354.6,1027.9,63.9,5.3,157.9,13.6,7,,2021-03-02T06:18:50,2021-03-02T17:53:36,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-03,51.8,41,47.2,51.8,38.1,46.3,40.2,77.2,0.082,100,8.33,rain,0,0,21.5,6.7,162.3,1026.5,54.6,6,72.2,6.3,3,,2021-03-03T06:17:44,2021-03-03T17:54:17,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-04,60.7,46.4,52,60.7,44.3,51.9,47.4,85.8,0.399,100,16.67,rain,0,0,25.3,13.4,326,1020.4,66.5,4.5,161.9,13.9,8,,2021-03-04T06:16:38,2021-03-04T17:54:58,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-05,57.2,42.8,49.6,57.2,42.8,49.6,46.3,89,0.172,100,12.5,rain,0,0,17.7,11.2,178.9,1020.9,39.6,2.9,130.8,11.4,5,,2021-03-05T06:15:31,2021-03-05T17:55:38,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-06,51.8,46.4,50.3,51.8,43,49.1,47.5,90.4,0.253,100,25,rain,0,0,24.2,8.9,13,1023.4,98.1,4.3,32.1,2.8,1,,2021-03-06T06:14:23,2021-03-06T17:56:18,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-03-07,50,46.4,47.5,48.2,42,44.9,44.6,89.9,0.083,100,20.83,rain,0,0,24.2,8.9,330.9,1026.8,100,5.2,24.8,2.1,1,,2021-03-07T06:13:15,2021-03-07T17:56:58,0.78,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-08,57.2,48.2,51.1,57.2,46.4,50.5,46,83.4,0.095,100,8.33,rain,0,0,17.7,8.8,43.7,1025.9,83.8,4.6,109.2,9.4,5,,2021-03-08T06:12:06,2021-03-08T17:57:37,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-09,59,48.2,51.5,59,48.2,51.4,45.5,80.2,0.007,100,8.33,rain,0,0,16.3,11.2,22.3,1025.4,84.7,5.1,45.6,3.9,2,,2021-03-09T06:10:57,2021-03-09T17:58:16,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-03-10,62.6,50,54.4,62.6,48.5,54.2,45.2,72.6,0,0,0,,0,0,19.2,8.9,29.6,1027.1,55,4.1,237.9,20.5,8,,2021-03-10T06:09:48,2021-03-10T17:58:55,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-11,55.4,50,53.4,55.4,47.3,53.3,50.9,91.4,0.401,100,16.67,rain,0,0,15.7,6.8,154.3,1021.9,77.7,2.4,29.2,2.6,1,,2021-03-11T06:08:38,2021-03-11T17:59:34,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-12,59,53.5,55.7,59,53.5,55.7,47,73,0,0,0,,0,0,27.1,13.2,327.7,1023.6,71,4.9,137,11.9,6,,2021-03-12T06:07:28,2021-03-12T18:00:12,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-13,64.1,42.8,53.6,64.1,42.3,53.5,44.7,74.5,0.044,100,16.67,rain,0,0,24.3,8.9,46.1,1023,11.2,3.5,246.7,21.4,9,,2021-03-13T06:06:17,2021-03-13T18:00:50,0,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
